Sale Date,Reciept Id,Customer ID,Customer First Name,Customer Surname,Staff ID,Staff First Name,Staff Surname,Staff office,Office Location,Reciept Transaction Row ID,Item ID,Item Description,Item Quantity,Item Price,Row Total
2/01/2017,51916,C25,Will,Stewart,S17,Daniel,Baker,1,Newcastle,3,14,Square,8,25.5,204
2/01/2017,51916,C25,Will,Stewart,S17,Daniel,Baker,1,Newcastle,4,23,Drill Bit 6 mm,6,3.5,21
2/01/2017,51916,C25,Will,Stewart,S17,Daniel,Baker,1,Newcastle,5,9,Box of Screws,9,12.5,112.5
2/01/2017,51916,C25,Will,Stewart,S17,Daniel,Baker,1,Newcastle,6,12,Glue,7,3.95,27.65
2/01/2017,51916,C25,Will,Stewart,S17,Daniel,Baker,1,Newcastle,7,11,Grinder,4,69.9,279.6
2/01/2017,52414,C16,Lily,Robinson,S13,Molly,Carter,1,Newcastle,1,12,Glue,7,3.95,27.65
2/01/2017,52414,C16,Lily,Robinson,S13,Molly,Carter,1,Newcastle,2,22,Drill Bit 5 mm,6,3.25,19.5
2/01/2017,52414,C16,Lily,Robinson,S13,Molly,Carter,1,Newcastle,3,25,Drill Bit 8 mm,9,3.75,33.75
2/01/2017,52414,C16,Lily,Robinson,S13,Molly,Carter,1,Newcastle,4,26,Drill Bit 9 mm,10,3.75,37.5
2/01/2017,52414,C16,Lily,Robinson,S13,Molly,Carter,1,Newcastle,5,1,Hammer,3,25,75
2/01/2017,52414,C16,Lily,Robinson,S13,Molly,Carter,1,Newcastle,6,25,Drill Bit 8 mm,5,3.75,18.75
2/01/2017,52414,C16,Lily,Robinson,S13,Molly,Carter,1,Newcastle,7,8,Hacksaw,10,9.5,95
2/01/2017,52414,C16,Lily,Robinson,S13,Molly,Carter,1,Newcastle,8,15,Picture Hook,2,8.95,17.9
2/01/2017,52414,C16,Lily,Robinson,S13,Molly,Carter,1,Newcastle,9,30,Drill Driver Hex head,1,4.45,4.45
2/01/2017,52414,C16,Lily,Robinson,S13,Molly,Carter,1,Newcastle,10,10,Cordless Drill Kit,7,149.9,1049.3
2/01/2017,52415,C4,Isaiah,Myers,S10,Jonathan,Jenkins,1,Newcastle,1,17,Punch,5,12,60
2/01/2017,52415,C4,Isaiah,Myers,S10,Jonathan,Jenkins,1,Newcastle,2,17,Punch,9,12,108
2/01/2017,52415,C4,Isaiah,Myers,S10,Jonathan,Jenkins,1,Newcastle,3,25,Drill Bit 8 mm,3,3.75,11.25
2/01/2017,52415,C4,Isaiah,Myers,S10,Jonathan,Jenkins,1,Newcastle,4,10,Cordless Drill Kit,7,149.9,1049.3
2/01/2017,52415,C4,Isaiah,Myers,S10,Jonathan,Jenkins,1,Newcastle,5,6,Paint Roller Kit,1,12,12
3/01/2017,50332,C5,Cody,Cox,S6,Evan,Hill,1,Newcastle,1,11,Grinder,7,69.9,489.3
3/01/2017,50332,C5,Cody,Cox,S6,Evan,Hill,1,Newcastle,2,30,Drill Driver Hex head,8,4.45,35.6
3/01/2017,50332,C5,Cody,Cox,S6,Evan,Hill,1,Newcastle,3,1,Hammer,8,25,200
3/01/2017,50332,C5,Cody,Cox,S6,Evan,Hill,1,Newcastle,4,19,Drill Bit 2 mm,1,3,3
3/01/2017,50332,C5,Cody,Cox,S6,Evan,Hill,1,Newcastle,5,23,Drill Bit 6 mm,7,3.5,24.5
3/01/2017,50332,C5,Cody,Cox,S6,Evan,Hill,1,Newcastle,6,30,Drill Driver Hex head,6,4.45,26.7
3/01/2017,50332,C5,Cody,Cox,S6,Evan,Hill,1,Newcastle,7,13,Ruler,1,21.9,21.9
3/01/2017,50332,C5,Cody,Cox,S6,Evan,Hill,1,Newcastle,8,28,Drill Driver Phillips head,4,4.45,17.8
3/01/2017,50602,C12,Dylan,Ross,S13,Molly,Carter,1,Newcastle,1,25,Drill Bit 8 mm,10,3.75,37.5
3/01/2017,50602,C12,Dylan,Ross,S13,Molly,Carter,1,Newcastle,2,16,Socket Set,7,79.95,559.65
3/01/2017,50747,C53,Julia,Myers,S16,Jordan,Turner,1,Newcastle,1,12,Glue,7,3.95,27.65
3/01/2017,50747,C53,Julia,Myers,S16,Jordan,Turner,1,Newcastle,2,3,Axe,6,18.95,113.7
3/01/2017,50802,C12,Dylan,Ross,S4,Robert,Wood,1,Newcastle,1,9,Box of Screws,9,12.5,112.5
3/01/2017,50802,C12,Dylan,Ross,S4,Robert,Wood,1,Newcastle,2,14,Square,4,25.5,102
3/01/2017,50802,C12,Dylan,Ross,S4,Robert,Wood,1,Newcastle,3,10,Cordless Drill Kit,8,149.9,1199.2
3/01/2017,50802,C12,Dylan,Ross,S4,Robert,Wood,1,Newcastle,4,7,Mitre Saw,4,15,60
3/01/2017,50802,C12,Dylan,Ross,S4,Robert,Wood,1,Newcastle,5,16,Socket Set,10,79.95,799.5
3/01/2017,50802,C12,Dylan,Ross,S4,Robert,Wood,1,Newcastle,6,8,Hacksaw,1,9.5,9.5
3/01/2017,50802,C12,Dylan,Ross,S4,Robert,Wood,1,Newcastle,7,11,Grinder,5,69.9,349.5
3/01/2017,51206,C21,Isaiah,Young,S16,Jordan,Turner,1,Newcastle,1,28,Drill Driver Phillips head,7,4.45,31.15
3/01/2017,51206,C21,Isaiah,Young,S16,Jordan,Turner,1,Newcastle,2,2,Screwdriver Set,9,45,405
3/01/2017,51206,C21,Isaiah,Young,S16,Jordan,Turner,1,Newcastle,3,2,Screwdriver Set,4,45,180
3/01/2017,51206,C21,Isaiah,Young,S16,Jordan,Turner,1,Newcastle,4,3,Axe,5,18.95,94.75
3/01/2017,51206,C21,Isaiah,Young,S16,Jordan,Turner,1,Newcastle,5,21,Drill Bit 4 mm,4,3.25,13
3/01/2017,51206,C21,Isaiah,Young,S16,Jordan,Turner,1,Newcastle,6,15,Picture Hook,7,8.95,62.65
3/01/2017,51206,C21,Isaiah,Young,S16,Jordan,Turner,1,Newcastle,7,13,Ruler,1,21.9,21.9
3/01/2017,51206,C21,Isaiah,Young,S16,Jordan,Turner,1,Newcastle,8,1,Hammer,6,25,150
3/01/2017,51206,C21,Isaiah,Young,S16,Jordan,Turner,1,Newcastle,9,11,Grinder,8,69.9,559.2
3/01/2017,51206,C21,Isaiah,Young,S16,Jordan,Turner,1,Newcastle,10,6,Paint Roller Kit,5,12,60
3/01/2017,51280,C10,Mary,Gray,S12,Leah,Harris,1,Newcastle,1,22,Drill Bit 5 mm,6,3.25,19.5
3/01/2017,51280,C10,Mary,Gray,S12,Leah,Harris,1,Newcastle,2,3,Axe,3,18.95,56.85
3/01/2017,51280,C10,Mary,Gray,S12,Leah,Harris,1,Newcastle,3,30,Drill Driver Hex head,8,4.45,35.6
3/01/2017,51280,C10,Mary,Gray,S12,Leah,Harris,1,Newcastle,4,16,Socket Set,9,79.95,719.55
3/01/2017,51280,C10,Mary,Gray,S12,Leah,Harris,1,Newcastle,5,27,Drill Bit 10 mm,10,4,40
3/01/2017,51280,C10,Mary,Gray,S12,Leah,Harris,1,Newcastle,6,13,Ruler,2,21.9,43.8
3/01/2017,51280,C10,Mary,Gray,S12,Leah,Harris,1,Newcastle,7,27,Drill Bit 10 mm,7,4,28
3/01/2017,51317,C52,Luke,Young,S18,Megan,James,1,Newcastle,1,26,Drill Bit 9 mm,1,3.75,3.75
3/01/2017,51317,C52,Luke,Young,S18,Megan,James,1,Newcastle,2,23,Drill Bit 6 mm,3,3.5,10.5
3/01/2017,51317,C52,Luke,Young,S18,Megan,James,1,Newcastle,3,18,Garden Hose,2,22.5,45
3/01/2017,51317,C52,Luke,Young,S18,Megan,James,1,Newcastle,4,22,Drill Bit 5 mm,7,3.25,22.75
3/01/2017,51317,C52,Luke,Young,S18,Megan,James,1,Newcastle,5,8,Hacksaw,3,9.5,28.5
3/01/2017,51959,C26,Zach,Barnes,S12,Leah,Harris,1,Newcastle,1,3,Axe,7,18.95,132.65
3/01/2017,51959,C26,Zach,Barnes,S12,Leah,Harris,1,Newcastle,2,14,Square,2,25.5,51
3/01/2017,52012,C29,Kayla,Ward,S17,Daniel,Baker,1,Newcastle,1,4,Box of Nails,4,10.95,43.8
3/01/2017,52012,C29,Kayla,Ward,S17,Daniel,Baker,1,Newcastle,2,25,Drill Bit 8 mm,3,3.75,11.25
3/01/2017,52012,C29,Kayla,Ward,S17,Daniel,Baker,1,Newcastle,3,3,Axe,2,18.95,37.9
3/01/2017,52012,C29,Kayla,Ward,S17,Daniel,Baker,1,Newcastle,4,13,Ruler,8,21.9,175.2
3/01/2017,52012,C29,Kayla,Ward,S17,Daniel,Baker,1,Newcastle,5,30,Drill Driver Hex head,7,4.45,31.15
3/01/2017,52012,C29,Kayla,Ward,S17,Daniel,Baker,1,Newcastle,6,6,Paint Roller Kit,2,12,24
3/01/2017,52012,C29,Kayla,Ward,S17,Daniel,Baker,1,Newcastle,7,25,Drill Bit 8 mm,9,3.75,33.75
3/01/2017,52012,C29,Kayla,Ward,S17,Daniel,Baker,1,Newcastle,8,7,Mitre Saw,1,15,15
4/01/2017,50016,C41,Kate,Gonzalez,S14,Noah,Brooks,1,Newcastle,1,11,Grinder,8,69.9,559.2
4/01/2017,50016,C41,Kate,Gonzalez,S14,Noah,Brooks,1,Newcastle,2,9,Box of Screws,8,12.5,100
4/01/2017,50016,C41,Kate,Gonzalez,S14,Noah,Brooks,1,Newcastle,3,22,Drill Bit 5 mm,1,3.25,3.25
4/01/2017,50236,C35,Catherine,Gutierrez,S16,Jordan,Turner,1,Newcastle,1,9,Box of Screws,1,12.5,12.5
4/01/2017,50236,C35,Catherine,Gutierrez,S16,Jordan,Turner,1,Newcastle,2,23,Drill Bit 6 mm,9,3.5,31.5
4/01/2017,50236,C35,Catherine,Gutierrez,S16,Jordan,Turner,1,Newcastle,3,20,Drill Bit 3 mm,1,3,3
4/01/2017,50236,C35,Catherine,Gutierrez,S16,Jordan,Turner,1,Newcastle,4,22,Drill Bit 5 mm,10,3.25,32.5
4/01/2017,50236,C35,Catherine,Gutierrez,S16,Jordan,Turner,1,Newcastle,5,7,Mitre Saw,1,15,15
4/01/2017,50236,C35,Catherine,Gutierrez,S16,Jordan,Turner,1,Newcastle,6,22,Drill Bit 5 mm,4,3.25,13
4/01/2017,50236,C35,Catherine,Gutierrez,S16,Jordan,Turner,1,Newcastle,7,15,Picture Hook,8,8.95,71.6
4/01/2017,50236,C35,Catherine,Gutierrez,S16,Jordan,Turner,1,Newcastle,8,15,Picture Hook,3,8.95,26.85
4/01/2017,50236,C35,Catherine,Gutierrez,S16,Jordan,Turner,1,Newcastle,9,5,Tape Measure,8,8.95,71.6
4/01/2017,50236,C35,Catherine,Gutierrez,S16,Jordan,Turner,1,Newcastle,10,25,Drill Bit 8 mm,7,3.75,26.25
4/01/2017,50283,C60,Steven,Thomas,S14,Noah,Brooks,1,Newcastle,1,24,Drill Bit 7 mm,7,3.5,24.5
4/01/2017,50283,C60,Steven,Thomas,S14,Noah,Brooks,1,Newcastle,2,23,Drill Bit 6 mm,9,3.5,31.5
4/01/2017,50283,C60,Steven,Thomas,S14,Noah,Brooks,1,Newcastle,3,6,Paint Roller Kit,6,12,72
4/01/2017,50283,C60,Steven,Thomas,S14,Noah,Brooks,1,Newcastle,4,19,Drill Bit 2 mm,2,3,6
4/01/2017,50283,C60,Steven,Thomas,S14,Noah,Brooks,1,Newcastle,5,25,Drill Bit 8 mm,5,3.75,18.75
4/01/2017,50542,C36,Joe,Carter,S1,Lauren,Martin,1,Newcastle,1,27,Drill Bit 10 mm,9,4,36
4/01/2017,51149,C7,Mason,Collins,S7,Molly,Jackson,1,Newcastle,1,24,Drill Bit 7 mm,3,3.5,10.5
4/01/2017,51149,C7,Mason,Collins,S7,Molly,Jackson,1,Newcastle,2,23,Drill Bit 6 mm,2,3.5,7
4/01/2017,51149,C7,Mason,Collins,S7,Molly,Jackson,1,Newcastle,3,13,Ruler,6,21.9,131.4
4/01/2017,51540,C59,Devin,Cooper,S1,Lauren,Martin,1,Newcastle,1,5,Tape Measure,10,8.95,89.5
4/01/2017,51540,C59,Devin,Cooper,S1,Lauren,Martin,1,Newcastle,2,24,Drill Bit 7 mm,5,3.5,17.5
4/01/2017,51784,C54,Tiffany,Taylor,S3,Amber,Hill,1,Newcastle,1,1,Hammer,6,25,150
4/01/2017,51784,C54,Tiffany,Taylor,S3,Amber,Hill,1,Newcastle,2,16,Socket Set,9,79.95,719.55
4/01/2017,51784,C54,Tiffany,Taylor,S3,Amber,Hill,1,Newcastle,3,28,Drill Driver Phillips head,5,4.45,22.25
4/01/2017,51849,C51,Daniel,Garcia,S11,Gavin,Thompson,1,Newcastle,1,29,Drill Driver Flat Head,10,4.45,44.5
4/01/2017,51849,C51,Daniel,Garcia,S11,Gavin,Thompson,1,Newcastle,2,8,Hacksaw,8,9.5,76
4/01/2017,51849,C51,Daniel,Garcia,S11,Gavin,Thompson,1,Newcastle,3,1,Hammer,7,25,175
4/01/2017,51849,C51,Daniel,Garcia,S11,Gavin,Thompson,1,Newcastle,4,5,Tape Measure,5,8.95,44.75
4/01/2017,51849,C51,Daniel,Garcia,S11,Gavin,Thompson,1,Newcastle,5,9,Box of Screws,4,12.5,50
4/01/2017,51849,C51,Daniel,Garcia,S11,Gavin,Thompson,1,Newcastle,6,20,Drill Bit 3 mm,7,3,21
4/01/2017,51849,C51,Daniel,Garcia,S11,Gavin,Thompson,1,Newcastle,7,12,Glue,1,3.95,3.95
4/01/2017,51849,C51,Daniel,Garcia,S11,Gavin,Thompson,1,Newcastle,8,23,Drill Bit 6 mm,10,3.5,35
4/01/2017,51849,C51,Daniel,Garcia,S11,Gavin,Thompson,1,Newcastle,9,13,Ruler,9,21.9,197.1
4/01/2017,51849,C51,Daniel,Garcia,S11,Gavin,Thompson,1,Newcastle,10,20,Drill Bit 3 mm,8,3,24
5/01/2017,50895,C7,Mason,Collins,S2,Joseph,Reed,1,Newcastle,1,27,Drill Bit 10 mm,8,4,32
5/01/2017,50895,C7,Mason,Collins,S2,Joseph,Reed,1,Newcastle,2,21,Drill Bit 4 mm,3,3.25,9.75
5/01/2017,51203,C31,Danielle,Cruz,S6,Evan,Hill,1,Newcastle,1,22,Drill Bit 5 mm,8,3.25,26
5/01/2017,51203,C31,Danielle,Cruz,S6,Evan,Hill,1,Newcastle,2,13,Ruler,6,21.9,131.4
5/01/2017,51203,C31,Danielle,Cruz,S6,Evan,Hill,1,Newcastle,3,8,Hacksaw,9,9.5,85.5
5/01/2017,51203,C31,Danielle,Cruz,S6,Evan,Hill,1,Newcastle,4,15,Picture Hook,9,8.95,80.55
5/01/2017,51205,C11,Zoe,Lewis,S11,Gavin,Thompson,1,Newcastle,1,10,Cordless Drill Kit,2,149.9,299.8
5/01/2017,52097,C28,Kayla,James,S11,Gavin,Thompson,1,Newcastle,1,7,Mitre Saw,2,15,30
5/01/2017,52097,C28,Kayla,James,S11,Gavin,Thompson,1,Newcastle,2,21,Drill Bit 4 mm,3,3.25,9.75
5/01/2017,52097,C28,Kayla,James,S11,Gavin,Thompson,1,Newcastle,3,1,Hammer,3,25,75
5/01/2017,52097,C28,Kayla,James,S11,Gavin,Thompson,1,Newcastle,4,28,Drill Driver Phillips head,7,4.45,31.15
5/01/2017,52097,C28,Kayla,James,S11,Gavin,Thompson,1,Newcastle,5,28,Drill Driver Phillips head,5,4.45,22.25
5/01/2017,52097,C28,Kayla,James,S11,Gavin,Thompson,1,Newcastle,6,22,Drill Bit 5 mm,4,3.25,13
5/01/2017,52097,C28,Kayla,James,S11,Gavin,Thompson,1,Newcastle,7,2,Screwdriver Set,10,45,450
5/01/2017,52097,C28,Kayla,James,S11,Gavin,Thompson,1,Newcastle,8,26,Drill Bit 9 mm,4,3.75,15
5/01/2017,52097,C28,Kayla,James,S11,Gavin,Thompson,1,Newcastle,9,2,Screwdriver Set,3,45,135
5/01/2017,52097,C28,Kayla,James,S11,Gavin,Thompson,1,Newcastle,10,13,Ruler,6,21.9,131.4
5/01/2017,52166,C60,Steven,Thomas,S10,Jonathan,Jenkins,1,Newcastle,1,25,Drill Bit 8 mm,8,3.75,30
5/01/2017,52166,C60,Steven,Thomas,S10,Jonathan,Jenkins,1,Newcastle,2,21,Drill Bit 4 mm,10,3.25,32.5
5/01/2017,52166,C60,Steven,Thomas,S10,Jonathan,Jenkins,1,Newcastle,3,8,Hacksaw,1,9.5,9.5
5/01/2017,52166,C60,Steven,Thomas,S10,Jonathan,Jenkins,1,Newcastle,4,1,Hammer,5,25,125
5/01/2017,52166,C60,Steven,Thomas,S10,Jonathan,Jenkins,1,Newcastle,5,11,Grinder,3,69.9,209.7
5/01/2017,52166,C60,Steven,Thomas,S10,Jonathan,Jenkins,1,Newcastle,6,19,Drill Bit 2 mm,8,3,24
5/01/2017,52166,C60,Steven,Thomas,S10,Jonathan,Jenkins,1,Newcastle,7,12,Glue,4,3.95,15.8
5/01/2017,52323,C16,Lily,Robinson,S19,Kaitlyn,Ortiz,1,Newcastle,1,16,Socket Set,5,79.95,399.75
5/01/2017,52323,C16,Lily,Robinson,S19,Kaitlyn,Ortiz,1,Newcastle,2,28,Drill Driver Phillips head,2,4.45,8.9
5/01/2017,52323,C16,Lily,Robinson,S19,Kaitlyn,Ortiz,1,Newcastle,3,2,Screwdriver Set,8,45,360
5/01/2017,52323,C16,Lily,Robinson,S19,Kaitlyn,Ortiz,1,Newcastle,4,10,Cordless Drill Kit,2,149.9,299.8
5/01/2017,52323,C16,Lily,Robinson,S19,Kaitlyn,Ortiz,1,Newcastle,5,28,Drill Driver Phillips head,5,4.45,22.25
6/01/2017,50590,C52,Luke,Young,S5,Stephanie,Watson,1,Newcastle,1,29,Drill Driver Flat Head,2,4.45,8.9
6/01/2017,50590,C52,Luke,Young,S5,Stephanie,Watson,1,Newcastle,2,30,Drill Driver Hex head,8,4.45,35.6
6/01/2017,51102,C26,Zach,Barnes,S18,Megan,James,1,Newcastle,1,3,Axe,1,18.95,18.95
6/01/2017,51102,C26,Zach,Barnes,S18,Megan,James,1,Newcastle,2,6,Paint Roller Kit,3,12,36
6/01/2017,51102,C26,Zach,Barnes,S18,Megan,James,1,Newcastle,3,11,Grinder,3,69.9,209.7
6/01/2017,51102,C26,Zach,Barnes,S18,Megan,James,1,Newcastle,4,22,Drill Bit 5 mm,1,3.25,3.25
6/01/2017,51102,C26,Zach,Barnes,S18,Megan,James,1,Newcastle,5,28,Drill Driver Phillips head,7,4.45,31.15
6/01/2017,51102,C26,Zach,Barnes,S18,Megan,James,1,Newcastle,6,20,Drill Bit 3 mm,10,3,30
6/01/2017,51167,C5,Cody,Cox,S15,Bailey,Green,1,Newcastle,1,8,Hacksaw,4,9.5,38
6/01/2017,51167,C5,Cody,Cox,S15,Bailey,Green,1,Newcastle,2,28,Drill Driver Phillips head,5,4.45,22.25
6/01/2017,51666,C7,Mason,Collins,S13,Molly,Carter,1,Newcastle,1,5,Tape Measure,5,8.95,44.75
6/01/2017,51666,C7,Mason,Collins,S13,Molly,Carter,1,Newcastle,2,21,Drill Bit 4 mm,4,3.25,13
6/01/2017,51666,C7,Mason,Collins,S13,Molly,Carter,1,Newcastle,3,24,Drill Bit 7 mm,6,3.5,21
6/01/2017,51666,C7,Mason,Collins,S13,Molly,Carter,1,Newcastle,4,16,Socket Set,8,79.95,639.6
6/01/2017,51666,C7,Mason,Collins,S13,Molly,Carter,1,Newcastle,5,28,Drill Driver Phillips head,1,4.45,4.45
6/01/2017,51666,C7,Mason,Collins,S13,Molly,Carter,1,Newcastle,6,18,Garden Hose,1,22.5,22.5
6/01/2017,51666,C7,Mason,Collins,S13,Molly,Carter,1,Newcastle,7,2,Screwdriver Set,4,45,180
7/01/2017,50051,C57,Alexander,Fisher,S7,Molly,Jackson,1,Newcastle,1,3,Axe,8,18.95,151.6
7/01/2017,50051,C57,Alexander,Fisher,S7,Molly,Jackson,1,Newcastle,2,30,Drill Driver Hex head,3,4.45,13.35
